sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
2,0,0,0,2,2,1,4,43.75342465753425,24.621917808219177,1,0,0,0,1.0,False
1,1,0,0,3,4,2,1,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False
1,0,0,0,4,2,2,3,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False
2,0,0,0,2,2,3,4,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False
2,0,0,0,5,2,2,4,57.64657534246575,-1000.6657534246576,1,0,1,0,2.0,False
2,0,0,0,2,2,1,3,44.106849315068494,5.112328767123287,1,0,1,0,1.0,False
2,0,0,0,5,2,5,4,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,False
2,1,0,0,5,2,2,4,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False
1,1,0,0,2,4,2,4,57.50958904109589,12.95068493150685,1,0,1,0,2.0,False
2,0,0,0,2,4,4,4,44.391780821917806,19.45205479452055,1,0,0,0,1.0,False
1,0,0,0,2,2,2,4,51.16164383561644,14.531506849315068,1,1,1,0,2.0,False
1,1,0,0,2,2,2,4,29.45205479452055,6.693150684931507,1,0,0,0,2.0,False
1,0,0,0,4,1,2,4,57.95890410958904,0.3561643835616438,1,0,1,0,2.0,False
2,0,0,0,4,2,2,4,53.95068493150685,14.446575342465753,1,1,1,0,2.0,False
1,1,0,0,4,4,3,4,40.73150684931507,1.6054794520547946,1,1,0,0,2.0,False
1,1,0,0,5,2,2,4,63.52602739726027,-1000.6657534246576,1,0,1,1,2.0,False
2,0,0,2,2,4,2,4,30.90684931506849,4.778082191780822,1,1,0,1,4.0,False
1,1,0,1,2,2,2,4,25.83561643835617,3.2739726027397262,1,1,0,0,3.0,False
2,0,0,0,3,4,2,4,40.32328767123288,15.282191780821918,1,0,1,0,2.0,False
1,0,0,0,3,4,1,4,30.252054794520543,8.695890410958905,1,0,0,0,1.0,False
2,0,0,1,2,4,3,4,34.26301369863014,1.356164383561644,1,1,0,0,3.0,False
1,0,0,0,4,2,2,4,56.44931506849315,0.6904109589041096,1,1,1,0,2.0,False
1,0,0,0,2,3,2,4,38.14520547945205,6.273972602739726,1,1,1,0,2.0,False
2,0,0,0,2,2,1,4,52.88767123287671,1.2712328767123289,1,1,1,0,1.0,False
1,0,0,0,2,2,1,6,22.416438356164385,3.608219178082192,1,1,0,0,1.0,False
2,0,0,0,5,2,2,4,64.32876712328768,-1000.6657534246576,1,0,0,0,2.0,False
2,0,0,0,3,4,2,4,47.32602739726028,3.6931506849315063,1,0,1,0,2.0,False
2,0,0,0,2,2,2,4,53.97808219178082,27.04109589041096,1,1,1,0,2.0,False
2,0,0,0,4,4,2,4,36.276712328767125,12.194520547945206,1,0,1,0,2.0,False
2,0,0,0,2,2,2,3,33.23287671232877,2.186301369863014,1,0,0,0,2.0,False
2,0,0,2,2,2,2,4,26.673972602739727,7.863013698630137,1,0,0,0,4.0,False
1,1,0,0,4,2,2,4,44.37260273972603,17.035616438356165,1,1,1,0,2.0,False
1,1,0,0,4,2,2,4,32.07123287671233,3.1890410958904107,1,1,0,1,2.0,False
2,0,0,0,2,4,2,4,44.10958904109589,13.531506849315068,1,0,1,0,2.0,False
2,0,0,0,2,3,2,4,46.26849315068493,7.361643835616438,1,0,0,0,2.0,False
1,1,0,2,2,3,2,4,34.14520547945205,5.945205479452055,1,1,0,0,4.0,False
1,1,0,1,2,2,4,6,32.87123287671233,3.1095890410958904,1,1,0,0,2.0,False
2,1,0,0,4,2,2,4,37.23287671232877,2.6904109589041094,1,0,1,0,2.0,False
2,1,0,0,4,2,2,4,42.53972602739726,4.778082191780822,1,1,1,0,2.0,False
2,0,0,0,4,2,3,4,51.54246575342466,26.70684931506849,1,0,0,0,2.0,False
2,0,0,0,5,2,5,4,55.62191780821918,-1000.6657534246576,1,0,1,0,1.0,False
1,1,0,0,2,2,2,4,41.515068493150686,8.610958904109589,1,1,1,0,2.0,False
2,0,0,0,5,2,2,4,58.4,-1000.6657534246576,1,0,0,0,2.0,False
2,0,0,0,2,2,4,4,32.00547945205479,1.8575342465753424,1,0,0,0,1.0,False
2,0,0,0,2,2,4,4,39.38082191780822,2.186301369863014,1,0,1,0,1.0,False
2,1,0,0,2,2,2,4,23.254794520547943,5.027397260273973,1,0,1,0,2.0,False
2,1,0,0,2,2,2,4,47.62465753424657,2.4383561643835616,1,1,1,0,2.0,False
2,1,0,0,4,4,2,4,36.86301369863013,7.528767123287671,1,1,1,0,2.0,False
2,0,0,1,2,2,2,4,35.26575342465753,10.191780821917808,1,1,0,0,3.0,False
2,0,0,2,2,2,2,4,33.635616438356166,2.6904109589041094,1,1,1,0,4.0,False
1,1,0,0,5,2,2,4,47.58082191780822,-1000.6657534246576,1,0,0,0,2.0,False
1,1,0,0,2,2,2,4,52.20821917808219,0.2712328767123287,1,1,0,0,2.0,False
2,0,0,0,2,2,2,4,52.89041095890411,9.03013698630137,1,1,0,0,2.0,False
2,0,0,0,2,2,2,4,52.89041095890411,9.03013698630137,1,1,0,0,2.0,True
2,0,0,0,2,2,2,4,27.095890410958905,5.608219178082192,1,0,1,0,2.0,False
2,0,0,0,5,2,2,4,58.701369863013696,-1000.6657534246576,1,0,1,0,2.0,False
1,0,0,0,4,2,1,1,23.257534246575343,2.5232876712328767,1,1,0,0,1.0,False
1,0,0,0,2,2,1,4,40.24383561643835,10.03013698630137,1,1,0,0,1.0,False
2,0,0,0,3,2,2,4,51.0958904109589,29.96164383561644,1,0,1,0,2.0,False
1,0,0,0,2,4,1,4,27.852054794520548,4.86027397260274,1,1,0,0,1.0,False
2,0,0,0,5,2,4,4,52.57808219178082,-1000.6657534246576,1,0,0,0,1.0,False
2,0,0,0,5,2,5,4,59.41917808219178,-1000.6657534246576,1,0,1,0,1.0,False
2,0,0,0,5,2,4,4,63.83287671232877,-1000.6657534246576,1,0,1,0,1.0,False
1,1,0,0,4,4,2,3,35.61369863013699,4.273972602739726,1,0,1,1,2.0,False
1,0,0,0,2,2,1,4,25.698630136986303,4.693150684931507,1,1,1,0,1.0,False
2,0,0,0,2,2,1,4,52.92054794520548,12.194520547945206,1,1,1,0,1.0,False
2,0,0,0,2,4,2,4,27.087671232876712,6.778082191780822,1,0,1,0,2.0,False
1,1,0,0,2,2,2,4,36.10410958904109,3.608219178082192,1,1,0,0,2.0,False
2,1,0,0,4,4,2,4,52.989041095890414,20.03835616438356,1,1,1,0,2.0,False
2,1,0,0,2,2,2,4,40.156164383561645,12.032876712328768,1,1,1,0,2.0,False
2,1,0,0,4,4,2,4,37.14246575342466,1.6054794520547946,1,1,1,0,2.0,False
2,1,0,0,4,4,2,4,37.14246575342466,1.6054794520547946,1,1,1,0,2.0,True
1,1,0,0,2,4,1,4,24.895890410958906,4.608219178082192,1,0,0,0,1.0,False
1,0,0,0,2,2,4,4,38.67945205479453,8.695890410958905,1,0,0,0,1.0,False
1,1,0,2,3,4,2,3,40.83835616438356,18.7013698630137,1,1,0,0,4.0,False
2,0,0,0,5,2,5,4,60.27945205479452,-1000.6657534246576,1,0,1,0,1.0,False
2,1,0,0,2,4,2,4,42.28767123287671,10.863013698630136,1,1,1,0,2.0,False
2,0,0,1,2,2,2,4,32.364383561643834,8.947945205479453,1,1,1,0,3.0,False
2,1,0,0,2,2,2,4,40.77534246575343,14.95068493150685,1,0,1,0,2.0,False
2,0,0,0,2,2,2,4,43.175342465753424,1.0246575342465754,1,1,0,0,2.0,False
1,1,0,0,2,4,2,1,28.58904109589041,4.693150684931507,1,1,0,0,2.0,False
2,0,0,0,3,2,3,4,35.945205479452056,15.282191780821918,1,0,0,0,2.0,False
1,1,0,0,2,2,3,4,34.61917808219178,1.1095890410958904,1,0,0,0,2.0,False
2,0,0,0,4,2,4,4,49.12876712328767,4.027397260273973,1,0,0,0,1.0,False
1,1,0,0,2,2,2,4,43.56438356164384,0.3561643835616438,1,1,0,0,2.0,False
1,0,0,0,4,4,3,4,33.64931506849315,1.1095890410958904,1,0,1,0,2.0,False
2,0,0,0,4,4,2,4,27.627397260273973,1.8575342465753424,1,0,0,0,2.0,False
1,1,0,0,4,2,4,1,28.153424657534245,1.523287671232877,1,1,1,0,1.0,False
1,1,0,0,2,4,3,2,39.87671232876713,3.3589041095890413,1,1,0,0,2.0,False
1,1,0,2,4,4,2,4,41.49041095890411,17.534246575342465,1,1,0,0,4.0,False
2,0,1,0,5,2,3,4,59.273972602739725,-1000.6657534246576,1,0,1,0,2.0,False
1,1,0,0,2,2,2,4,52.38356164383562,10.03013698630137,1,0,0,0,2.0,False
2,0,1,2,4,4,2,4,34.93698630136986,1.1863013698630136,1,0,1,0,4.0,False
1,1,1,0,2,4,2,4,54.67945205479453,20.45205479452055,1,0,0,0,2.0,False
2,0,1,2,2,2,2,4,29.34246575342466,6.441095890410959,1,0,0,0,4.0,True
2,0,1,2,2,2,2,4,29.34246575342466,6.441095890410959,1,0,0,0,4.0,False
2,0,1,0,2,3,1,4,23.23835616438356,4.112328767123287,1,1,0,1,1.0,False
2,1,1,2,3,2,2,4,34.76712328767123,12.194520547945206,1,0,0,0,4.0,False
1,1,1,0,2,2,2,4,44.04383561643836,21.03835616438356,1,0,0,0,2.0,False
2,1,1,1,2,2,2,4,45.515068493150686,8.863013698630137,1,0,0,0,3.0,False
2,1,1,0,3,2,2,4,56.55890410958904,10.610958904109587,1,0,0,0,2.0,False
1,1,1,0,5,4,1,4,62.64931506849315,-1000.6657534246576,1,0,0,0,1.0,False
2,0,1,0,2,3,2,4,46.13424657534247,10.115068493150686,1,0,0,0,2.0,False
1,1,1,1,4,2,2,4,38.19178082191781,1.6904109589041096,1,0,0,0,3.0,False
2,1,0,1,2,2,2,4,33.78082191780822,7.695890410958904,1,0,1,1,3.0,False
2,0,1,2,3,2,2,4,33.53972602739726,5.608219178082192,1,0,0,0,4.0,False
2,0,1,1,3,3,3,4,29.934246575342467,9.780821917808218,1,0,1,0,3.0,False
2,1,1,1,4,2,4,4,35.33150684931507,1.9424657534246572,1,0,0,0,2.0,False
2,0,0,0,4,4,1,1,29.67945205479452,6.86027397260274,1,0,0,1,1.0,False
2,0,1,0,2,2,2,4,56.93698630136986,6.358904109589041,1,0,0,0,2.0,False
1,1,1,0,5,2,2,4,60.6054794520548,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,2,2,2,4,59.96986301369863,23.2027397260274,1,1,0,0,2.0,False
2,0,1,0,2,2,2,4,50.61369863013699,8.276712328767124,1,0,0,1,2.0,False
1,1,1,0,2,2,1,4,46.50684931506849,6.86027397260274,1,0,1,1,1.0,False
2,0,1,0,2,2,2,4,45.40547945205479,12.531506849315068,1,0,0,0,2.0,False
2,0,1,0,2,2,5,4,50.37808219178082,21.45205479452055,1,0,0,0,1.0,False
2,0,1,0,2,2,2,4,45.90958904109589,9.610958904109587,1,0,0,0,2.0,False
1,1,0,2,2,2,2,3,34.295890410958904,3.1095890410958904,1,0,0,0,4.0,False
1,0,1,0,2,2,2,4,57.345205479452055,0.5232876712328767,1,0,1,1,2.0,False
2,0,0,0,4,2,2,4,28.23013698630137,4.608219178082192,1,0,0,0,2.0,False
2,1,1,2,3,4,2,4,37.0986301369863,10.863013698630136,1,0,0,0,4.0,False
2,0,1,0,5,2,2,4,61.85753424657534,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,5,2,2,4,60.5972602739726,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,5,4,5,4,58.271232876712325,-1000.6657534246576,1,0,0,1,1.0,False
1,1,1,0,2,2,2,4,38.821917808219176,2.5232876712328767,1,0,0,0,2.0,False
2,1,1,1,2,2,2,4,41.08219178082192,14.6986301369863,1,0,0,1,3.0,False
2,0,1,2,2,2,2,4,35.416438356164385,5.693150684931507,1,1,1,1,4.0,False
1,1,1,0,5,2,2,4,63.8,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,1,2,2,2,4,34.24657534246575,15.786301369863011,1,0,0,0,3.0,False
1,1,1,0,2,2,2,4,60.59452054794521,4.441095890410959,1,0,1,1,2.0,False
2,0,1,0,3,2,2,4,50.68767123287671,5.112328767123287,1,0,0,0,2.0,False
2,0,1,0,4,2,2,4,58.35616438356164,1.2712328767123289,1,0,0,0,2.0,False
1,1,1,2,4,2,3,4,50.345205479452055,11.6986301369863,1,1,1,1,4.0,False
1,0,0,1,2,2,1,4,46.01917808219178,18.035616438356165,1,0,1,0,2.0,False
2,0,1,0,4,2,2,4,42.74520547945205,13.865753424657534,1,0,1,0,2.0,False
2,1,1,0,5,2,2,4,63.93424657534246,-1000.6657534246576,1,0,0,0,2.0,False
1,0,1,0,2,2,2,4,49.6,3.608219178082192,1,0,0,0,2.0,False
2,0,1,0,5,4,1,4,63.56164383561644,-1000.6657534246576,1,0,1,0,1.0,False
1,1,1,0,2,1,2,1,27.34520547945205,5.112328767123287,1,0,0,1,2.0,False
2,1,1,1,3,2,2,4,48.032876712328765,22.03835616438356,1,0,0,0,3.0,False
1,1,1,0,4,3,2,4,59.1013698630137,5.945205479452055,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,45.224657534246575,11.865753424657534,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,55.19178082191781,2.8575342465753426,1,0,0,0,2.0,False
2,1,1,0,3,2,2,4,54.01095890410959,22.87123287671233,1,0,0,0,2.0,False
1,0,1,1,2,3,2,4,37.78082191780822,15.449315068493153,1,1,1,0,3.0,False
2,0,1,0,4,2,2,4,40.87123287671233,5.112328767123287,1,0,0,0,2.0,False
2,0,1,0,4,2,2,4,55.43287671232877,17.035616438356165,1,1,1,0,2.0,False
2,0,1,0,5,2,2,4,64.14520547945206,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,1,4,2,2,4,41.394520547945206,5.358904109589041,1,0,0,0,3.0,False
1,0,0,0,4,4,2,4,26.008219178082197,0.3561643835616438,1,0,0,1,2.0,False
2,0,0,0,5,2,2,4,62.64931506849315,-1000.6657534246576,1,0,0,0,2.0,False
1,1,0,1,3,3,2,1,29.016438356164382,3.2739726027397262,1,0,0,0,3.0,False
2,0,1,2,2,2,4,4,40.635616438356166,20.284931506849315,1,1,0,0,3.0,False
1,1,0,0,4,2,1,4,33.92602739726028,5.526027397260274,1,1,1,0,1.0,False
2,1,1,1,2,4,4,4,26.84931506849315,5.778082191780822,1,0,0,1,2.0,False
2,1,1,0,5,2,2,4,65.11780821917809,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,4,4,2,4,37.69315068493151,6.945205479452055,1,0,0,1,2.0,False
2,1,1,1,2,4,2,4,38.76164383561644,4.358904109589041,1,1,1,0,3.0,False
2,0,1,0,5,2,2,4,59.87397260273973,-1000.6657534246576,1,0,0,0,2.0,False
1,1,0,1,2,2,4,4,36.78082191780822,8.610958904109589,1,0,0,0,2.0,False
2,0,1,0,2,2,2,4,42.945205479452056,0.7753424657534247,1,0,0,1,2.0,False
2,1,0,1,2,2,2,4,30.43013698630137,0.3561643835616438,1,0,0,0,3.0,False
2,0,1,0,5,2,2,4,58.95342465753425,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,5,2,2,4,62.9041095890411,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,2,2,2,4,36.293150684931504,15.953424657534246,1,1,0,0,2.0,False
2,0,1,0,1,4,2,4,51.38630136986301,10.695890410958905,1,0,0,1,2.0,False
2,1,1,1,2,2,2,4,34.58082191780822,1.8575342465753424,1,0,1,0,3.0,False
1,1,1,0,3,4,2,4,32.635616438356166,6.027397260273973,1,0,0,0,2.0,False
1,1,1,0,4,4,3,4,35.85479452054795,0.8575342465753425,1,0,0,0,2.0,False
1,1,1,2,2,4,2,4,37.81643835616438,0.4383561643835616,1,1,1,0,4.0,False
1,1,1,0,5,2,2,4,54.75890410958904,-1000.6657534246576,1,0,0,0,2.0,False
1,1,1,1,2,2,2,4,27.994520547945207,0.8575342465753425,1,1,0,0,3.0,False
2,1,1,0,2,2,1,4,47.49041095890411,6.86027397260274,1,0,0,0,1.0,False
1,1,1,1,2,4,2,5,50.61917808219178,7.191780821917808,1,0,0,0,3.0,False
2,0,1,0,5,2,3,4,55.7945205479452,-1000.6657534246576,1,0,0,0,2.0,False
2,1,0,2,2,2,2,4,38.15890410958904,8.361643835616439,1,0,0,0,4.0,True
2,1,0,2,2,2,2,4,38.15890410958904,8.361643835616439,1,0,0,0,4.0,False
2,1,1,0,4,2,4,4,49.81917808219178,8.276712328767124,1,0,1,1,1.0,False
1,1,1,0,4,2,2,4,43.21643835616438,7.947945205479452,1,0,1,0,2.0,False
2,1,1,0,2,4,2,4,27.794520547945204,4.608219178082192,1,0,0,1,2.0,False
1,1,1,1,2,2,2,4,31.013698630136982,4.358904109589041,1,0,0,1,3.0,False
2,0,0,1,4,4,2,4,38.83013698630137,5.273972602739726,1,0,0,1,3.0,False
1,1,1,1,2,2,2,4,46.05205479452055,9.115068493150686,1,0,0,0,3.0,False
2,0,1,0,5,2,2,4,62.81369863013698,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,1,4,3,2,4,29.90684931506849,2.5232876712328767,1,0,0,0,3.0,False
2,0,1,2,2,4,2,4,32.50410958904109,12.364383561643836,1,0,0,0,4.0,False
2,0,1,0,5,2,5,4,54.512328767123286,-1000.6657534246576,1,0,1,0,1.0,False
2,0,1,0,2,2,3,4,58.035616438356165,3.024657534246576,1,0,0,0,2.0,False
2,0,1,0,5,3,2,4,60.96986301369863,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,2,2,1,4,53.20821917808219,5.526027397260274,1,0,0,0,1.0,False
2,1,1,0,2,2,3,4,34.13972602739726,1.8575342465753424,1,0,0,0,2.0,False
2,0,0,0,5,2,2,3,52.77534246575343,-1000.6657534246576,1,0,1,0,2.0,False
1,0,0,1,2,2,2,4,24.22739726027397,1.356164383561644,1,1,1,0,3.0,False
1,1,0,0,2,4,1,4,30.28767123287671,2.9424657534246577,1,0,0,0,1.0,False
1,1,1,2,2,2,2,4,36.602739726027394,11.194520547945206,1,0,0,0,4.0,False
1,1,1,0,2,2,2,4,47.00821917808219,8.191780821917808,1,0,0,0,2.0,False
1,1,1,0,2,2,2,4,57.02739726027397,2.271232876712329,1,0,0,1,2.0,False
1,1,1,0,2,4,2,4,28.21095890410959,6.112328767123287,1,0,0,0,2.0,False
1,1,1,0,2,2,1,4,56.6,0.8575342465753425,1,1,1,1,1.0,False
2,1,1,2,4,4,2,4,38.24109589041096,8.276712328767124,1,0,0,0,4.0,False
1,1,0,0,2,2,2,4,43.45753424657534,13.865753424657534,1,0,1,0,2.0,False
1,0,1,2,2,2,2,4,37.88493150684931,16.44931506849315,1,1,1,0,4.0,False
2,0,1,0,2,2,2,4,58.61917808219178,2.7753424657534245,1,0,0,1,2.0,False
2,0,1,0,2,2,3,4,32.47397260273973,13.865753424657534,1,1,0,0,2.0,False
1,1,1,0,2,2,2,4,60.31232876712329,28.04383561643836,1,1,1,0,2.0,False
2,1,1,0,5,3,2,4,58.49315068493151,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,5,2,2,4,61.06849315068493,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,1,2,4,1,4,38.07123287671233,0.9424657534246575,1,0,0,0,2.0,False
1,0,1,0,2,2,1,4,30.235616438356164,11.783561643835617,1,1,1,0,1.0,False
2,1,1,1,4,4,2,4,39.654794520547945,6.189041095890411,1,0,0,1,3.0,False
2,0,1,0,5,4,2,4,64.03287671232877,-1000.6657534246576,1,0,0,0,2.0,False
1,0,0,0,2,4,2,4,46.586301369863016,12.531506849315068,1,0,0,1,2.0,False
2,0,1,1,2,2,2,3,30.24383561643836,7.695890410958904,1,0,0,0,3.0,False
2,0,1,0,2,2,2,3,42.32876712328767,2.1095890410958904,1,0,0,1,2.0,False
2,0,1,2,4,2,2,4,41.47945205479452,8.695890410958905,1,1,0,1,4.0,False
2,1,1,0,2,2,2,4,35.87671232876713,4.526027397260274,1,0,0,0,2.0,False
1,1,1,2,2,2,2,4,47.345205479452055,15.282191780821918,1,1,0,0,4.0,False
2,0,1,0,4,2,2,4,51.11232876712329,7.276712328767124,1,0,0,0,2.0,False
2,1,1,0,5,4,2,4,61.35616438356164,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,0,2,4,2,4,32.38904109589041,2.024657534246576,1,0,0,1,2.0,False
2,0,1,1,2,2,2,4,48.942465753424656,19.36986301369863,1,0,0,1,3.0,False
2,0,1,0,4,2,2,4,45.37534246575343,2.8575342465753426,1,0,0,0,2.0,False
2,1,1,1,2,2,2,4,38.47945205479452,2.8575342465753426,1,0,0,0,3.0,False
1,1,1,1,4,2,2,4,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,False
1,1,1,1,4,2,2,4,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,True
2,0,1,0,5,2,2,4,56.67945205479453,-1000.6657534246576,1,0,1,0,2.0,False
2,0,1,0,5,2,2,4,65.09041095890412,-1000.6657534246576,1,0,0,1,2.0,False
1,1,1,0,2,2,2,4,62.24657534246575,2.356164383561644,1,0,1,1,2.0,False
2,1,1,0,5,4,2,4,55.88767123287671,-1000.6657534246576,1,0,0,0,2.0,False
2,0,0,0,2,2,5,2,61.0,2.271232876712329,1,0,0,1,1.0,False
2,0,0,0,2,2,5,2,61.0,2.271232876712329,1,0,0,1,1.0,True
2,1,1,2,2,2,3,4,34.917808219178085,1.4383561643835616,1,0,0,1,4.0,False
2,0,0,0,2,2,1,4,46.06575342465754,18.12054794520548,1,0,0,0,1.0,False
2,0,0,0,5,2,2,4,62.54246575342466,-1000.6657534246576,1,0,0,0,2.0,False
2,1,1,1,4,2,2,4,37.72054794520548,7.027397260273973,1,0,0,0,3.0,False
1,1,1,0,4,2,2,4,40.36438356164384,3.778082191780822,1,0,0,0,2.0,False
2,0,0,0,4,4,2,4,30.71780821917808,7.027397260273973,1,0,0,1,2.0,False
2,0,1,1,4,2,2,4,37.30684931506849,7.528767123287671,1,0,0,0,3.0,False
1,1,1,0,2,4,2,4,49.9013698630137,9.610958904109587,1,0,0,1,2.0,False
1,1,1,0,4,2,1,4,49.43835616438356,4.945205479452055,1,0,0,0,1.0,False
1,0,1,0,5,2,2,4,60.6,-1000.6657534246576,1,0,0,0,2.0,False
2,0,1,0,4,4,1,2,30.46027397260274,10.610958904109587,1,1,0,0,1.0,False
2,0,1,0,2,2,2,4,54.9972602739726,0.6054794520547945,1,0,0,0,2.0,False
